state,county,AveDailyPM2.5-2014,Z-score
AL,Autauga,11.7,0.98
AL,Baldwin,10.3,-1.28
AL,Barbour,11.5,0.66
AL,Bibb,11.2,0.18
AL,Blount,11.7,0.98
AL,Bullock,11.2,0.18
AL,Butler,10.6,-0.79
AL,Calhoun,11.8,1.14
AL,Chambers,11.4,0.5
AL,Cherokee,11.4,0.5
AL,Chilton,11.2,0.18
AL,Choctaw,10.1,-1.6
AL,Clarke,10.4,-1.11
AL,Clay,10.6,-0.79
AL,Cleburne,11,-0.15
AL,Coffee,10.9,-0.31
AL,Colbert,10.7,-0.63
AL,Conecuh,10.3,-1.28
AL,Coosa,11,-0.15
AL,Covington,10.5,-0.95
AL,Crenshaw,10.7,-0.63
AL,Cullman,11.6,0.82
AL,Dale,11,-0.15
AL,Dallas,11.1,0.01
AL,DeKalb,11.3,0.34
AL,Elmore,11.9,1.3
AL,Escambia,10.2,-1.44
AL,Etowah,11.5,0.66
AL,Fayette,10.6,-0.79
AL,Franklin,10.5,-0.95
AL,Geneva,10.6,-0.79
AL,Greene,10.5,-0.95
AL,Hale,10.8,-0.47
AL,Henry,10.9,-0.31
AL,Houston,10.7,-0.63
AL,Jackson,11,-0.15
AL,Jefferson,13.4,3.72
AL,Lamar,10.3,-1.28
AL,Lauderdale,11,-0.15
AL,Lawrence,11.3,0.34
AL,Lee,12.1,1.63
AL,Limestone,11.8,1.14
AL,Lowndes,10.9,-0.31
AL,Macon,11.7,0.98
AL,Madison,11.6,0.82
AL,Marengo,10.6,-0.79
AL,Marion,10.5,-0.95
AL,Marshall,11.8,1.14
AL,Mobile,10.8,-0.47
AL,Monroe,10.4,-1.11
AL,Montgomery,11.9,1.3
AL,Morgan,11.6,0.82
AL,Perry,10.7,-0.63
AL,Pickens,10.5,-0.95
AL,Pike,11,-0.15
AL,Randolph,11,-0.15
AL,Russell,12.1,1.63
AL,Shelby,12,1.47
AL,St. Clair,12,1.47
AL,Sumter,10.4,-1.11
AL,Talladega,11.5,0.66
AL,Tallapoosa,11.4,0.5
AL,Tuscaloosa,11.3,0.34
AL,Walker,11.6,0.82
AL,Washington,10.1,-1.6
AL,Wilcox,10.4,-1.11
AL,Winston,11,-0.15
AZ,Apache,5.7,-0.61
AZ,Cochise,7.5,0.29
AZ,Coconino,5.6,-0.66
AZ,Gila,5.8,-0.56
AZ,Graham,6,-0.46
AZ,Greenlee,5.7,-0.61
AZ,La Paz,5.7,-0.61
AZ,Maricopa,10.6,1.85
AZ,Mohave,5.1,-0.91
AZ,Navajo,5.7,-0.61
AZ,Pima,7.9,0.49
AZ,Pinal,11.7,2.4
AZ,Santa Cruz,7.6,0.34
AZ,Yavapai,5.1,-0.91
AZ,Yuma,8,0.54
AR,Arkansas,10,-0.04
AR,Ashley,9.6,-1.05
AR,Baxter,9.7,-0.79
AR,Benton,10.4,0.97
AR,Boone,9.4,-1.55
AR,Bradley,9.8,-0.54
AR,Calhoun,9.7,-0.79
AR,Carroll,9.4,-1.55
AR,Chicot,10,-0.04
AR,Clark,10.1,0.21
AR,Clay,10.8,1.97
AR,Cleburne,10.1,0.21
AR,Cleveland,9.8,-0.54
AR,Columbia,9.8,-0.54
AR,Conway,10.2,0.46
AR,Craighead,10.8,1.97
AR,Crawford,10.3,0.71
AR,Crittenden,10.1,0.21
AR,Cross,10.2,0.46
AR,Dallas,9.9,-0.29
AR,Desha,10,-0.04
AR,Drew,9.8,-0.54
AR,Faulkner,10.6,1.47
AR,Franklin,9.8,-0.54
AR,Fulton,9.7,-0.79
AR,Garland,9.9,-0.29
AR,Grant,10,-0.04
AR,Greene,10.8,1.97
AR,Hempstead,10.1,0.21
AR,Hot Spring,10.2,0.46
AR,Howard,10,-0.04
AR,Independence,10.2,0.46
AR,Izard,9.8,-0.54
AR,Jackson,10.2,0.46
AR,Jefferson,10.4,0.97
AR,Johnson,9.8,-0.54
AR,Lafayette,9.7,-0.79
AR,Lawrence,10.4,0.97
AR,Lee,10.1,0.21
AR,Lincoln,10,-0.04
AR,Little River,10.1,0.21
AR,Logan,9.9,-0.29
AR,Lonoke,10.7,1.72
AR,Madison,9.2,-2.05
AR,Marion,9.4,-1.55
AR,Miller,10.1,0.21
AR,Mississippi,10.7,1.72
AR,Monroe,10.1,0.21
AR,Montgomery,9.5,-1.3
AR,Nevada,10,-0.04
AR,Newton,8.9,-2.81
AR,Ouachita,9.9,-0.29
AR,Perry,10,-0.04
AR,Phillips,10.2,0.46
AR,Pike,9.8,-0.54
AR,Poinsett,10.5,1.22
AR,Polk,9.4,-1.55
AR,Pope,10.2,0.46
AR,Prairie,10.2,0.46
AR,Pulaski,10.8,1.97
AR,Randolph,10.2,0.46
AR,Saline,10.6,1.47
AR,Scott,9.4,-1.55
AR,Searcy,9.3,-1.8
AR,Sebastian,10.6,1.47
AR,Sevier,9.9,-0.29
AR,Sharp,10,-0.04
AR,St. Francis,10.2,0.46
AR,Stone,9.6,-1.05
AR,Union,9.8,-0.54
AR,Van Buren,9.8,-0.54
AR,Washington,9.9,-0.29
AR,White,10.5,1.22
AR,Woodruff,10.1,0.21
AR,Yell,10.1,0.21
CA,Alameda,10.4,0.09
CA,Alpine,5.6,-1.56
CA,Amador,8.9,-0.43
CA,Butte,8.9,-0.43
CA,Calaveras,9,-0.39
CA,Colusa,8.7,-0.49
CA,Contra Costa,11.6,0.5
CA,Del Norte,8.5,-0.56
CA,El Dorado,9.3,-0.29
CA,Fresno,15.3,1.78
CA,Glenn,9.1,-0.36
CA,Humboldt,8.8,-0.46
CA,Imperial,13.5,1.16
CA,Inyo,7.3,-0.98
CA,Kern,19.7,3.29
CA,Kings,16.7,2.26
CA,Lake,6.9,-1.11
CA,Lassen,7.4,-0.94
CA,Los Angeles,14.2,1.4
CA,Madera,14,1.33
CA,Marin,10.3,0.06
CA,Mariposa,9.2,-0.32
CA,Mendocino,8.8,-0.46
CA,Merced,12,0.64
CA,Modoc,6.6,-1.22
CA,Mono,6.1,-1.39
CA,Monterey,6.7,-1.18
CA,Napa,10.6,0.16
CA,Nevada,8.1,-0.7
CA,Orange,10.6,0.16
CA,Placer,10.5,0.13
CA,Plumas,9.9,-0.08
CA,Riverside,14.8,1.61
CA,Sacramento,9.1,-0.36
CA,San Benito,6.2,-1.35
CA,San Bernardino,14.9,1.64
CA,San Diego,10.4,0.09
CA,San Francisco,9.8,-0.12
CA,San Joaquin,11.9,0.61
CA,San Luis Obispo,10.5,0.13
CA,San Mateo,9.2,-0.32
CA,Santa Barbara,10.2,0.02
CA,Santa Clara,8.9,-0.43
CA,Santa Cruz,7.5,-0.91
CA,Shasta,8.4,-0.6
CA,Sierra,6.7,-1.18
CA,Siskiyou,9.6,-0.18
CA,Solano,11,0.3
CA,Sonoma,10.1,-0.01
CA,Stanislaus,12.3,0.74
CA,Sutter,9.4,-0.25
CA,Tehama,8.7,-0.49
CA,Trinity,7.8,-0.8
CA,Tulare,17.8,2.64
CA,Tuolumne,8.9,-0.43
CA,Ventura,11.2,0.37
CA,Yolo,9.8,-0.12
CA,Yuba,9.6,-0.18
CO,Adams,9.2,2.8
CO,Alamosa,4.6,-0.65
CO,Arapahoe,8.1,1.97
CO,Archuleta,4.4,-0.8
CO,Baca,5.6,0.1
CO,Bent,5.4,-0.05
CO,Boulder,7.7,1.67
CO,Broomfield,8.5,2.27
CO,Chaffee,4.2,-0.95
CO,Cheyenne,5.8,0.25
CO,Clear Creek,4.6,-0.65
CO,Conejos,4.4,-0.8
CO,Costilla,4.2,-0.95
CO,Crowley,5.4,-0.05
CO,Custer,4.2,-0.95
CO,Delta,5.3,-0.13
CO,Denver,8.2,2.05
CO,Dolores,4.4,-0.8
CO,Douglas,7,1.15
CO,Eagle,4.2,-0.95
CO,El Paso,6.1,0.47
CO,Elbert,6.2,0.55
CO,Fremont,5,-0.35
CO,Garfield,5.1,-0.28
CO,Gilpin,4.6,-0.65
CO,Grand,4.1,-1.03
CO,Gunnison,4.2,-0.95
CO,Hinsdale,3.8,NR
CO,Huerfano,4.4,-0.8
CO,Jackson,3.4,NR
CO,Jefferson,8.4,2.2
CO,Kiowa,5.8,0.25
CO,Kit Carson,6.1,0.47
CO,La Plata,5,-0.35
CO,Lake,3.9,-1.18
CO,Larimer,6.6,0.85
CO,Las Animas,4.8,-0.5
CO,Lincoln,5.5,0.02
CO,Logan,5.7,0.17
CO,Mesa,6.4,0.7
CO,Mineral,3.8,NR
CO,Moffat,4.3,-0.88
CO,Montezuma,5.1,-0.28
CO,Montrose,5,-0.35
CO,Morgan,6.3,0.62
CO,Otero,5.7,0.17
CO,Ouray,4.1,-1.03
CO,Park,4.5,-0.73
CO,Phillips,5.9,0.32
CO,Pitkin,4,-1.1
CO,Prowers,6.4,0.7
CO,Pueblo,6,0.4
CO,Rio Blanco,5.7,0.17
CO,Rio Grande,4.4,-0.8
CO,Routt,3.9,-1.18
CO,Saguache,4.1,-1.03
CO,San Juan,4,NR
CO,San Miguel,4.6,-0.65
CO,Sedgwick,5.7,0.17
CO,Summit,4.1,-1.03
CO,Teller,5,-0.35
CO,Washington,5.7,0.17
CO,Weld,8.6,2.35
CO,Yuma,5.9,0.32
CT,Fairfield,10,2.12
CT,Hartford,7.6,-0.71
CT,Litchfield,7.9,-0.35
CT,Middlesex,8.6,0.47
CT,New Haven,8.4,0.24
CT,New London,7.8,-0.47
CT,Tolland,8.1,-0.12
CT,Windham,7.2,-1.18
DE,Kent,9.3,-0.46
DE,New Castle,10,1.15
DE,Sussex,9.2,-0.69
DC,District of Columbia,9.7,0
FL,Alachua,8.3,-0.08
FL,Baker,8.4,0.01
FL,Bay,9.8,1.29
FL,Bradford,8.1,-0.26
FL,Brevard,7.3,-0.99
FL,Broward,6.6,-1.63
FL,Calhoun,9.7,1.2
FL,Charlotte,7.7,-0.63
FL,Citrus,8.1,-0.26
FL,Clay,8.6,0.19
FL,Collier,7.7,-0.63
FL,Columbia,8.8,0.38
FL,DeSoto,7.5,-0.81
FL,Dixie,8.1,-0.26
FL,Duval,8.5,0.1
FL,Escambia,9.9,1.38
FL,Flagler,7.5,-0.81
FL,Franklin,9.1,0.65
FL,Gadsden,10.6,2.02
FL,Gilchrist,8.2,-0.17
FL,Glades,7.1,-1.17
FL,Gulf,9.1,0.65
FL,Hamilton,9.2,0.74
FL,Hardee,7.6,-0.72
FL,Hendry,7.3,-0.99
FL,Hernando,8.3,-0.08
FL,Highlands,7.5,-0.81
FL,Hillsborough,7.1,-1.17
FL,Holmes,10.1,1.56
FL,Indian River,7,-1.26
FL,Jackson,10.5,1.92
FL,Jefferson,10,1.47
FL,Lafayette,8.7,0.28
FL,Lake,8.2,-0.17
FL,Lee,7.6,-0.72
FL,Leon,10.5,1.92
FL,Levy,8.2,-0.17
FL,Liberty,9.3,0.83
FL,Madison,9.7,1.2
FL,Manatee,8.1,-0.26
FL,Marion,8.5,0.1
FL,Martin,7.1,-1.17
FL,Miami-Dade,7.2,-1.08
FL,Monroe,8,-0.35
FL,Nassau,8.9,0.47
FL,Okaloosa,10.1,1.56
FL,Okeechobee,7.1,-1.17
FL,Orange,6.9,-1.36
FL,Osceola,8.1,-0.26
FL,Palm Beach,5.9,-2.27
FL,Pasco,8.6,0.19
FL,Pinellas,6.8,-1.45
FL,Polk,8.3,-0.08
FL,Putnam,8,-0.35
FL,Santa Rosa,10.1,1.56
FL,Sarasota,7.8,-0.54
FL,Seminole,7.7,-0.63
FL,St. Johns,8.4,0.01
FL,St. Lucie,7,-1.26
FL,Sumter,8.3,-0.08
FL,Suwannee,9.1,0.65
FL,Taylor,9,0.56
FL,Union,8.1,-0.26
FL,Volusia,7.6,-0.72
FL,Wakulla,9.7,1.2
FL,Walton,10.1,1.56
FL,Washington,10,1.47
GA,Appling,10.6,-0.22
GA,Atkinson,10.4,-0.54
GA,Bacon,10.4,-0.54
GA,Baker,10.8,0.1
GA,Baldwin,11.4,1.07
GA,Banks,10.4,-0.54
GA,Barrow,11.1,0.58
GA,Bartow,11.2,0.75
GA,Ben Hill,10.7,-0.06
GA,Berrien,10.8,0.1
GA,Bibb,11.3,0.91
GA,Bleckley,11,0.42
GA,Brantley,9.5,-1.99
GA,Brooks,10.7,-0.06
GA,Bryan,10.3,-0.7
GA,Bulloch,10.6,-0.22
GA,Burke,11,0.42
GA,Butts,11.3,0.91
GA,Calhoun,10.6,-0.22
GA,Camden,9,-2.8
GA,Candler,10.5,-0.38
GA,Carroll,11.1,0.58
GA,Catoosa,11,0.42
GA,Charlton,8.9,-2.96
GA,Chatham,9.9,-1.35
GA,Chattahoochee,11.5,1.23
GA,Chattooga,10.9,0.26
GA,Cherokee,11.2,0.75
GA,Clarke,11,0.42
GA,Clay,10.5,-0.38
GA,Clayton,11.5,1.23
GA,Clinch,9.6,-1.83
GA,Cobb,10.5,-0.38
GA,Coffee,10.8,0.1
GA,Colquitt,11,0.42
GA,Columbia,11.2,0.75
GA,Cook,10.7,-0.06
GA,Coweta,11.3,0.91
GA,Crawford,11.4,1.07
GA,Crisp,11,0.42
GA,Dade,10.5,-0.38
GA,Dawson,10,-1.19
GA,Decatur,10.9,0.26
GA,DeKalb,10.2,-0.86
GA,Dodge,11.1,0.58
GA,Dooly,11.2,0.75
GA,Dougherty,10.7,-0.06
GA,Douglas,11.4,1.07
GA,Early,10.8,0.1
GA,Echols,9.5,-1.99
GA,Effingham,10.4,-0.54
GA,Elbert,10.6,-0.22
GA,Emanuel,10.7,-0.06
GA,Evans,10.4,-0.54
GA,Fannin,9.4,-2.15
GA,Fayette,11.5,1.23
GA,Floyd,10.9,0.26
GA,Forsyth,11.2,0.75
GA,Franklin,10.5,-0.38
GA,Fulton,12,2.03
GA,Gilmer,9.9,-1.35
GA,Glascock,10.6,-0.22
GA,Glynn,8.9,-2.96
GA,Gordon,11,0.42
GA,Grady,11.1,0.58
GA,Greene,11.1,0.58
GA,Gwinnett,11.2,0.75
GA,Habersham,9.7,-1.67
GA,Hall,10.5,-0.38
GA,Hancock,10.9,0.26
GA,Haralson,10.7,-0.06
GA,Harris,11.3,0.91
GA,Hart,10.6,-0.22
GA,Heard,10.8,0.1
GA,Henry,11.7,1.55
GA,Houston,11.3,0.91
GA,Irwin,10.6,-0.22
GA,Jackson,11,0.42
GA,Jasper,11.3,0.91
GA,Jeff Davis,10.6,-0.22
GA,Jefferson,11,0.42
GA,Jenkins,10.4,-0.54
GA,Johnson,10.8,0.1
GA,Jones,11.6,1.39
GA,Lamar,11.2,0.75
GA,Lanier,10.1,-1.03
GA,Laurens,11.2,0.75
GA,Lee,11.2,0.75
GA,Liberty,10.2,-0.86
GA,Lincoln,10.4,-0.54
GA,Long,10.2,-0.86
GA,Lowndes,10.4,-0.54
GA,Lumpkin,9.6,-1.83
GA,Macon,11.4,1.07
GA,Madison,10.9,0.26
GA,Marion,11,0.42
GA,McDuffie,10.9,0.26
GA,McIntosh,9.4,-2.15
GA,Meriwether,11,0.42
GA,Miller,10.6,-0.22
GA,Mitchell,11.1,0.58
GA,Monroe,11.5,1.23
GA,Montgomery,10.7,-0.06
GA,Morgan,11.3,0.91
GA,Murray,10.5,-0.38
GA,Muscogee,11.9,1.87
GA,Newton,11.5,1.23
GA,Oconee,11.1,0.58
GA,Oglethorpe,10.9,0.26
GA,Paulding,10.7,-0.06
GA,Peach,11.5,1.23
GA,Pickens,10.2,-0.86
GA,Pierce,10.1,-1.03
GA,Pike,11.1,0.58
GA,Polk,10.9,0.26
GA,Pulaski,11,0.42
GA,Putnam,11.3,0.91
GA,Quitman,10.9,0.26
GA,Rabun,8.8,-3
GA,Randolph,10.7,-0.06
GA,Richmond,11.3,0.91
GA,Rockdale,11.6,1.39
GA,Schley,11.1,0.58
GA,Screven,10.4,-0.54
GA,Seminole,10.4,-0.54
GA,Spalding,11.3,0.91
GA,Stephens,9.8,-1.51
GA,Stewart,11,0.42
GA,Sumter,11.4,1.07
GA,Talbot,11,0.42
GA,Taliaferro,10.5,-0.38
GA,Tattnall,10.6,-0.22
GA,Taylor,11.2,0.75
GA,Telfair,10.8,0.1
GA,Terrell,10.9,0.26
GA,Thomas,11.2,0.75
GA,Tift,10.9,0.26
GA,Toombs,10.7,-0.06
GA,Towns,8.7,-3
GA,Treutlen,10.6,-0.22
GA,Troup,11.2,0.75
GA,Turner,10.7,-0.06
GA,Twiggs,11.2,0.75
GA,Union,9,-2.8
GA,Upson,11.2,0.75
GA,Walker,11,0.42
GA,Walton,11.4,1.07
GA,Ware,10.1,-1.03
GA,Warren,10.8,0.1
GA,Washington,10.8,0.1
GA,Wayne,10.2,-0.86
GA,Webster,10.9,0.26
GA,Wheeler,10.7,-0.06
GA,White,9.4,-2.15
GA,Whitfield,10.9,0.26
GA,Wilcox,10.9,0.26
GA,Wilkes,10.6,-0.22
GA,Wilkinson,11.3,0.91
GA,Worth,11,0.42
ID,Ada,10.6,1.83
ID,Adams,6.6,-0.71
ID,Bannock,6.7,-0.65
ID,Bear Lake,5.4,-1.47
ID,Benewah,9.5,1.13
ID,Bingham,7.4,-0.2
ID,Blaine,6.2,-0.97
ID,Boise,5.9,-1.16
ID,Bonner,10,1.45
ID,Bonneville,7.8,0.05
ID,Boundary,7.1,-0.39
ID,Butte,5.8,-1.22
ID,Camas,5.4,NR
ID,Canyon,10.7,1.89
ID,Caribou,5.9,-1.16
ID,Cassia,7.1,-0.39
ID,Clark,6.2,NR
ID,Clearwater,8.8,0.68
ID,Custer,5.9,-1.16
ID,Elmore,7.3,-0.27
ID,Franklin,5.9,-1.16
ID,Fremont,6.7,-0.65
ID,Gem,9.4,1.07
ID,Gooding,7.5,-0.14
ID,Idaho,8.9,0.75
ID,Jefferson,7.8,0.05
ID,Jerome,7.9,0.11
ID,Kootenai,11.8,2.59
ID,Latah,9.3,1
ID,Lemhi,9,0.81
ID,Lewis,8.5,0.49
ID,Lincoln,6.6,-0.71
ID,Madison,7.4,-0.2
ID,Minidoka,7.4,-0.2
ID,Nez Perce,9,0.81
ID,Oneida,6,-1.09
ID,Owyhee,8,0.18
ID,Payette,9.2,0.94
ID,Power,6.5,-0.77
ID,Shoshone,9.7,1.26
ID,Teton,5.4,-1.47
ID,Twin Falls,7.6,-0.08
ID,Valley,6.6,-0.71
ID,Washington,7.5,-0.14
IL,Adams,10.7,-1.23
IL,Alexander,11.3,-0.29
IL,Bond,11.3,-0.29
IL,Boone,11.4,-0.14
IL,Brown,10.3,-1.86
IL,Bureau,11.5,0.02
IL,Calhoun,10.8,-1.08
IL,Carroll,10.7,-1.23
IL,Cass,10.8,-1.08
IL,Champaign,11.8,0.49
IL,Christian,11.5,0.02
IL,Clark,11.4,-0.14
IL,Clay,11.6,0.18
IL,Clinton,11.6,0.18
IL,Coles,11.6,0.18
IL,Cook,15,5.51
IL,Crawford,11.7,0.34
IL,Cumberland,11.6,0.18
IL,De Witt,11.5,0.02
IL,DeKalb,12.1,0.96
IL,Douglas,11.5,0.02
IL,DuPage,13.2,2.69
IL,Edgar,11.3,-0.29
IL,Edwards,11.7,0.34
IL,Effingham,11.8,0.49
IL,Fayette,11.5,0.02
IL,Ford,11.5,0.02
IL,Franklin,11.7,0.34
IL,Fulton,11.2,-0.45
IL,Gallatin,11.4,-0.14
IL,Greene,10.8,-1.08
IL,Grundy,12,0.81
IL,Hamilton,11.3,-0.29
IL,Hancock,10.8,-1.08
IL,Hardin,11.1,-0.61
IL,Henderson,10.7,-1.23
IL,Henry,11.3,-0.29
IL,Iroquois,11.7,0.34
IL,Jackson,11.5,0.02
IL,Jasper,11.6,0.18
IL,Jefferson,11.6,0.18
IL,Jersey,11,-0.76
IL,Jo Daviess,10.3,-1.86
IL,Johnson,11.2,-0.45
IL,Kane,12.8,2.06
IL,Kankakee,12.3,1.28
IL,Kendall,12.4,1.43
IL,Knox,11.1,-0.61
IL,Lake,12.6,1.75
IL,LaSalle,12,0.81
IL,Lawrence,11.8,0.49
IL,Lee,11.4,-0.14
IL,Livingston,11.6,0.18
IL,Logan,11.5,0.02
IL,Macon,11.8,0.49
IL,Macoupin,11.5,0.02
IL,Madison,12.6,1.75
IL,Marion,11.6,0.18
IL,Marshall,11.5,0.02
IL,Mason,11.2,-0.45
IL,Massac,11.2,-0.45
IL,McDonough,10.8,-1.08
IL,McHenry,12.1,0.96
IL,McLean,11.7,0.34
IL,Menard,11.1,-0.61
IL,Mercer,10.8,-1.08
IL,Monroe,11.3,-0.29
IL,Montgomery,11.4,-0.14
IL,Morgan,10.9,-0.92
IL,Moultrie,11.5,0.02
IL,Ogle,11.5,0.02
IL,Peoria,11.9,0.65
IL,Perry,11.4,-0.14
IL,Piatt,11.6,0.18
IL,Pike,10.6,-1.39
IL,Pope,11.1,-0.61
IL,Pulaski,11.1,-0.61
IL,Putnam,11.3,-0.29
IL,Randolph,11,-0.76
IL,Richland,11.7,0.34
IL,Rock Island,11,-0.76
IL,Saline,11.5,0.02
IL,Sangamon,11.5,0.02
IL,Schuyler,10.6,-1.39
IL,Scott,10.6,-1.39
IL,Shelby,11.6,0.18
IL,St. Clair,11.9,0.65
IL,Stark,11,-0.76
IL,Stephenson,10.7,-1.23
IL,Tazewell,12.1,0.96
IL,Union,11.2,-0.45
IL,Vermilion,11.6,0.18
IL,Wabash,11.8,0.49
IL,Warren,10.9,-0.92
IL,Washington,11.3,-0.29
IL,Wayne,11.6,0.18
IL,White,11.6,0.18
IL,Whiteside,11.2,-0.45
IL,Will,13.3,2.84
IL,Williamson,11.6,0.18
IL,Winnebago,11.5,0.02
IL,Woodford,11.9,0.65
IN,Adams,12.5,1.12
IN,Allen,12.6,1.28
IN,Bartholomew,11.2,-0.97
IN,Benton,11,-1.29
IN,Blackford,11.7,-0.17
IN,Boone,12,0.32
IN,Brown,10.8,-1.61
IN,Carroll,11.6,-0.33
IN,Cass,12,0.32
IN,Clark,12,0.32
IN,Clay,11.2,-0.97
IN,Clinton,11.5,-0.49
IN,Crawford,11.6,-0.33
IN,Daviess,12.1,0.48
IN,Dearborn,11.8,-0.01
IN,Decatur,11.4,-0.65
IN,DeKalb,12.4,0.96
IN,Delaware,11.5,-0.49
IN,Dubois,11.9,0.16
IN,Elkhart,13.1,2.08
IN,Fayette,11.2,-0.97
IN,Floyd,12,0.32
IN,Fountain,11.1,-1.13
IN,Franklin,11.4,-0.65
IN,Fulton,12,0.32
IN,Gibson,12.2,0.64
IN,Grant,12,0.32
IN,Greene,10.9,-1.45
IN,Hamilton,11.6,-0.33
IN,Hancock,11.9,0.16
IN,Harrison,12.3,0.8
IN,Hendricks,12.2,0.64
IN,Henry,11,-1.29
IN,Howard,11.6,-0.33
IN,Huntington,12.3,0.8
IN,Jackson,11.3,-0.81
IN,Jasper,12,0.32
IN,Jay,12.1,0.48
IN,Jefferson,11.3,-0.81
IN,Jennings,11.3,-0.81
IN,Johnson,12.1,0.48
IN,Knox,12.2,0.64
IN,Kosciusko,12.8,1.6
IN,LaGrange,12.7,1.44
IN,Lake,14.3,4.01
IN,LaPorte,12.4,0.96
IN,Lawrence,11.1,-1.13
IN,Madison,11.4,-0.65
IN,Marion,12.8,1.6
IN,Marshall,12.7,1.44
IN,Martin,11.4,-0.65
IN,Miami,12.1,0.48
IN,Monroe,10.4,-2.26
IN,Montgomery,11.3,-0.81
IN,Morgan,11.8,-0.01
IN,Newton,11.7,-0.17
IN,Noble,12.8,1.6
IN,Ohio,11.4,-0.65
IN,Orange,11.4,-0.65
IN,Owen,10.8,-1.61
IN,Parke,11.1,-1.13
IN,Perry,12.1,0.48
IN,Pike,12.3,0.8
IN,Porter,12.7,1.44
IN,Posey,12.1,0.48
IN,Pulaski,11.7,-0.17
IN,Putnam,11.2,-0.97
IN,Randolph,11.8,-0.01
IN,Ripley,11.4,-0.65
IN,Rush,11.3,-0.81
IN,Scott,11.4,-0.65
IN,Shelby,11.8,-0.01
IN,Spencer,12.1,0.48
IN,St. Joseph,12.8,1.6
IN,Starke,12.3,0.8
IN,Steuben,12,0.32
IN,Sullivan,11.5,-0.49
IN,Switzerland,11.3,-0.81
IN,Tippecanoe,10.9,-1.45
IN,Tipton,11.7,-0.17
IN,Union,11.2,-0.97
IN,Vanderburgh,12.5,1.12
IN,Vermillion,11.4,-0.65
IN,Vigo,11.3,-0.81
IN,Wabash,12.3,0.8
IN,Warren,10.9,-1.45
IN,Warrick,12.6,1.28
IN,Washington,11.5,-0.49
IN,Wayne,11.5,-0.49
IN,Wells,12.4,0.96
IN,White,11.7,-0.17
IN,Whitley,11.9,0.16
IA,Adair,8.7,-0.64
IA,Adams,8.7,-0.64
IA,Allamakee,8.9,-0.34
IA,Appanoose,9.2,0.12
IA,Audubon,8.7,-0.64
IA,Benton,9.9,1.17
IA,Black Hawk,9.4,0.42
IA,Boone,9.1,-0.04
IA,Bremer,9.3,0.27
IA,Buchanan,9.7,0.87
IA,Buena Vista,8.7,-0.64
IA,Butler,9.1,-0.04
IA,Calhoun,8.8,-0.49
IA,Carroll,8.9,-0.34
IA,Cass,8.7,-0.64
IA,Cedar,10.4,1.93
