state,county,AveDailyPM2.5-2014,Z-score
MO,St. Francois,10.3,0.64
MO,St. Louis,12.1,3.42
MO,St. Louis City,11.5,2.5
MO,Ste. Genevieve,10.6,1.11
MO,Stoddard,11.3,2.19
MO,Stone,9.8,-0.13
MO,Sullivan,9.3,-0.9
MO,Taney,9.8,-0.13
MO,Texas,9.6,-0.44
MO,Vernon,9.4,-0.75
MO,Warren,10.5,0.95
MO,Washington,9.9,0.02
MO,Wayne,10.1,0.33
MO,Webster,9.6,-0.44
MO,Worth,9,-1.37
MO,Wright,9.5,-0.59
MT,Beaverhead,7.3,0.72
MT,Big Horn,6,-0.28
MT,Blaine,5.7,-0.52
MT,Broadwater,6,-0.28
MT,Carbon,5.4,-0.75
MT,Carter,5.2,NR
MT,Cascade,5.8,-0.44
MT,Chouteau,5.7,-0.52
MT,Custer,5.7,-0.52
MT,Daniels,6,-0.28
MT,Dawson,5.6,-0.59
MT,Deer Lodge,7.4,0.8
MT,Fallon,5.2,-0.9
MT,Fergus,4.8,-1.21
MT,Flathead,8.9,1.96
MT,Gallatin,7.1,0.57
MT,Garfield,5.2,NR
MT,Glacier,6.6,0.18
MT,Golden Valley,4.8,NR
MT,Granite,6.7,0.26
MT,Hill,6.1,-0.21
MT,Jefferson,7.3,0.72
MT,Judith Basin,4.5,-1.45
MT,Lake,8.8,1.89
MT,Lewis and Clark,6.1,-0.21
MT,Liberty,5.9,NR
MT,Lincoln,9,2.04
MT,Madison,6.8,0.34
MT,McCone,5.5,-0.67
MT,Meagher,4.7,-1.29
MT,Mineral,8.5,1.65
MT,Missoula,8.6,1.73
MT,Musselshell,5.2,-0.9
MT,Park,5.4,-0.75
MT,Petroleum,5.1,NR
MT,Phillips,4.8,-1.21
MT,Pondera,6,-0.28
MT,Powder River,5.5,NR
MT,Powell,6.9,0.41
MT,Prairie,5.4,-0.75
MT,Ravalli,8.7,1.81
MT,Richland,6.2,-0.13
MT,Roosevelt,6.3,-0.05
MT,Rosebud,6.1,-0.21
MT,Sanders,9.5,2.43
MT,Sheridan,6.2,-0.13
MT,Silver Bow,8,1.27
MT,Stillwater,5.3,-0.83
MT,Sweet Grass,4.8,-1.21
MT,Teton,5.9,-0.36
MT,Toole,6.4,0.03
MT,Treasure,5.6,NR
MT,Valley,5.7,-0.52
MT,Wheatland,4.7,-1.29
MT,Wibaux,5.3,NR
MT,Yellowstone,6.3,-0.05
NE,Adams,8,0.4
NE,Antelope,7.5,0.03
NE,Arthur,5.3,NR
NE,Banner,4.6,NR
NE,Blaine,5.8,NR
NE,Boone,7.7,0.18
NE,Box Butte,4.7,-2.03
NE,Boyd,6.3,-0.85
NE,Brown,5.6,-1.37
NE,Buffalo,7.8,0.25
NE,Burt,8.8,0.98
NE,Butler,8.5,0.76
NE,Cass,9.3,1.35
NE,Cedar,8.1,0.47
NE,Chase,6.2,-0.93
NE,Cherry,5,-1.81
NE,Cheyenne,5.3,-1.59
NE,Clay,8,0.4
NE,Colfax,8.6,0.84
NE,Cuming,8.7,0.91
NE,Custer,6.7,-0.56
NE,Dakota,8.9,1.06
NE,Dawes,4.1,-2.47
NE,Dawson,7.2,-0.19
NE,Deuel,5.6,-1.37
NE,Dixon,8.5,0.76
NE,Dodge,9,1.13
NE,Douglas,9.5,1.5
NE,Dundy,6.2,-0.93
NE,Fillmore,8.2,0.54
NE,Franklin,7.3,-0.12
NE,Frontier,6.5,-0.71
NE,Furnas,6.9,-0.41
NE,Gage,8.9,1.06
NE,Garden,5,-1.81
NE,Garfield,6.5,-0.71
NE,Gosper,6.9,-0.41
NE,Grant,5.1,NR
NE,Greeley,7.1,-0.27
NE,Hall,7.9,0.32
NE,Hamilton,8.1,0.47
NE,Harlan,7.1,-0.27
NE,Hayes,6.2,NR
NE,Hitchcock,6.3,-0.85
NE,Holt,6.7,-0.56
NE,Hooker,5.3,NR
NE,Howard,7.5,0.03
NE,Jefferson,8.4,0.69
NE,Johnson,8.9,1.06
NE,Kearney,7.5,0.03
NE,Keith,6,-1.07
NE,Keya Paha,5.6,NR
NE,Kimball,4.8,-1.95
NE,Knox,7.6,0.1
NE,Lancaster,9.1,1.2
NE,Lincoln,6.5,-0.71
NE,Logan,5.8,NR
NE,Loup,6.1,NR
NE,Madison,8.3,0.62
NE,McPherson,5.6,NR
NE,Merrick,8,0.4
NE,Morrill,4.9,-1.88
NE,Nance,7.8,0.25
NE,Nemaha,9,1.13
NE,Nuckolls,7.8,0.25
NE,Otoe,9.2,1.28
NE,Pawnee,8.7,0.91
NE,Perkins,6.1,-1
NE,Phelps,7.5,0.03
NE,Pierce,7.9,0.32
NE,Platte,8.6,0.84
NE,Polk,8.2,0.54
NE,Red Willow,6.7,-0.56
NE,Richardson,9.3,1.35
NE,Rock,5.9,-1.15
NE,Saline,8.6,0.84
NE,Sarpy,9.5,1.5
NE,Saunders,9.1,1.2
NE,Scotts Bluff,5,-1.81
NE,Seward,8.6,0.84
NE,Sheridan,4.6,-2.1
NE,Sherman,7.1,-0.27
NE,Sioux,3.8,NR
NE,Stanton,8.3,0.62
NE,Thayer,8.1,0.47
NE,Thomas,5.5,NR
NE,Thurston,8.7,0.91
NE,Valley,6.9,-0.41
NE,Washington,8.8,0.98
NE,Wayne,8.4,0.69
NE,Webster,7.5,0.03
NE,Wheeler,6.9,NR
NE,York,8.3,0.62
NV,Carson City,7.2,0.37
NV,Churchill,7.4,0.5
NV,Clark,9.4,1.85
NV,Douglas,7.5,0.57
NV,Elko,5.8,-0.57
NV,Esmeralda,5.2,NR
NV,Eureka,4.7,NR
NV,Humboldt,6.7,0.03
NV,Lander,4.8,-1.25
NV,Lincoln,4.6,-1.38
NV,Lyon,8.3,1.11
NV,Mineral,5.5,-0.78
NV,Nye,6.5,-0.1
NV,Pershing,5.7,-0.64
NV,Storey,7.5,0.57
NV,Washoe,8.4,1.18
NV,White Pine,4.5,-1.45
NH,Belknap,6.8,-0.85
NH,Carroll,6.8,-0.85
NH,Cheshire,8.3,1.55
NH,Coos,6.2,-1.81
NH,Grafton,7,-0.53
NH,Hillsborough,7.5,0.27
NH,Merrimack,7.7,0.59
NH,Rockingham,7.9,0.91
NH,Strafford,7.4,0.11
NH,Sullivan,7.7,0.59
NJ,Atlantic,9.4,-0.6
NJ,Bergen,9.9,-0.02
NJ,Burlington,11.4,1.72
NJ,Camden,11.6,1.95
NJ,Cape May,9,-1.07
NJ,Cumberland,9.9,-0.02
NJ,Essex,9.9,-0.02
NJ,Gloucester,10.9,1.14
NJ,Hudson,9.9,-0.02
NJ,Hunterdon,10.2,0.33
NJ,Mercer,8.8,-1.3
NJ,Middlesex,9.7,-0.25
NJ,Monmouth,9.9,-0.02
NJ,Morris,10,0.09
NJ,Ocean,7.8,-2.46
NJ,Passaic,9.7,-0.25
NJ,Salem,10.9,1.14
NJ,Somerset,9.9,-0.02
NJ,Sussex,9.1,-0.95
NJ,Union,10.4,0.56
NJ,Warren,10,0.09
NM,Bernalillo,6.9,0.92
NM,Catron,4.3,-1.74
NM,Chaves,7.4,1.43
NM,Cibola,5.2,-0.82
NM,Colfax,4.6,-1.44
NM,Curry,7.1,1.12
NM,De Baca,5.9,-0.11
NM,Dona Ana,7.8,1.84
NM,Eddy,7.5,1.53
NM,Grant,6,0
NM,Guadalupe,5.5,-0.51
NM,Harding,5,NR
NM,Hidalgo,6.1,0.1
NM,Lea,7.6,1.63
NM,Lincoln,5.6,-0.41
NM,Los Alamos,5,-1.03
NM,Luna,6.9,0.92
NM,McKinley,6,0
NM,Mora,4.3,-1.74
NM,Otero,6.7,0.71
NM,Quay,5.9,-0.11
NM,Rio Arriba,5.4,-0.62
NM,Roosevelt,6.9,0.92
NM,San Juan,6.5,0.51
NM,San Miguel,5.4,-0.62
NM,Sandoval,7,1.02
NM,Santa Fe,6.1,0.1
NM,Sierra,5.5,-0.51
NM,Socorro,5.2,-0.82
NM,Taos,4.8,-1.23
NM,Torrance,5.8,-0.21
NM,Union,4.9,-1.13
NM,Valencia,6.3,0.3
NY,Albany,9.1,0.49
NY,Allegany,8.5,-0.13
NY,Bronx,10.3,1.74
NY,Broome,8.9,0.29
NY,Cattaraugus,9.3,0.7
NY,Cayuga,8.3,-0.33
NY,Chautauqua,9.6,1.01
NY,Chemung,8.3,-0.33
NY,Chenango,8.2,-0.44
NY,Clinton,6.7,-1.99
NY,Columbia,8.5,-0.13
NY,Cortland,7.9,-0.75
NY,Delaware,7.9,-0.75
NY,Dutchess,9.3,0.7
NY,Erie,10.7,2.15
NY,Essex,6.6,-2.09
NY,Franklin,7.4,-1.27
NY,Fulton,8,-0.64
NY,Genesee,9.1,0.49
NY,Greene,8.2,-0.44
NY,Hamilton,6.6,-2.09
NY,Herkimer,7.8,-0.85
NY,Jefferson,7.8,-0.85
NY,Kings,10.1,1.53
NY,Lewis,7,-1.68
NY,Livingston,8.5,-0.13
NY,Madison,8,-0.64
NY,Monroe,8.9,0.29
NY,Montgomery,8.2,-0.44
NY,Nassau,10,1.43
NY,New York,10.8,2.25
NY,Niagara,11,2.46
NY,Oneida,8.1,-0.54
NY,Onondaga,8.2,-0.44
NY,Ontario,8.5,-0.13
NY,Orange,9,0.39
NY,Orleans,9,0.39
NY,Oswego,8.2,-0.44
NY,Otsego,7.8,-0.85
NY,Putnam,9.3,0.7
NY,Queens,8.1,-0.54
NY,Rensselaer,9.1,0.49
NY,Richmond,9.8,1.22
NY,Rockland,9.7,1.11
NY,Saratoga,9.4,0.8
NY,Schenectady,9,0.39
NY,Schoharie,7.5,-1.16
NY,Schuyler,8,-0.64
NY,Seneca,8.3,-0.33
NY,St. Lawrence,7.9,-0.75
NY,Steuben,7.9,-0.75
NY,Suffolk,9,0.39
NY,Sullivan,8.4,-0.23
NY,Tioga,8.7,0.08
NY,Tompkins,8.2,-0.44
NY,Ulster,8.9,0.29
NY,Warren,8.5,-0.13
NY,Washington,8.9,0.29
NY,Wayne,8.6,-0.02
NY,Westchester,10.4,1.84
NY,Wyoming,8.8,0.18
NY,Yates,7.9,-0.75
NC,Alamance,10.5,0.92
NC,Alexander,10.1,0.47
NC,Alleghany,8.7,-1.1
NC,Anson,10.2,0.58
NC,Ashe,8.5,-1.32
NC,Avery,8.5,-1.32
NC,Beaufort,9.2,-0.54
NC,Bertie,9.1,-0.65
NC,Bladen,10,0.36
NC,Brunswick,9.3,-0.42
NC,Buncombe,9,-0.76
NC,Burke,10.1,0.47
NC,Cabarrus,11,1.48
NC,Caldwell,9.9,0.25
NC,Camden,8.4,-1.43
NC,Carteret,8.7,-1.1
NC,Caswell,10.2,0.58
NC,Catawba,10.5,0.92
NC,Chatham,10.3,0.7
NC,Cherokee,9,-0.76
NC,Chowan,8.6,-1.21
NC,Clay,8.5,-1.32
NC,Cleveland,10.6,1.03
NC,Columbus,9.7,0.02
NC,Craven,9.4,-0.31
NC,Cumberland,10.6,1.03
NC,Currituck,8.5,-1.32
NC,Dare,8.2,-1.66
NC,Davidson,10.8,1.26
NC,Davie,10.4,0.81
NC,Duplin,9.9,0.25
NC,Durham,10.6,1.03
NC,Edgecombe,10.2,0.58
NC,Forsyth,9.4,-0.31
NC,Franklin,10.6,1.03
NC,Gaston,10.9,1.37
NC,Gates,8.8,-0.98
NC,Graham,8.4,-1.43
NC,Granville,10.5,0.92
NC,Greene,10.4,0.81
NC,Guilford,10.5,0.92
NC,Halifax,9.8,0.14
NC,Harnett,10.9,1.37
NC,Haywood,8.7,-1.1
NC,Henderson,9.2,-0.54
NC,Hertford,9.1,-0.65
NC,Hoke,10.4,0.81
NC,Hyde,7.8,-2.1
NC,Iredell,10.9,1.37
NC,Jackson,8.4,-1.43
NC,Johnston,10.4,0.81
NC,Jones,9.5,-0.2
NC,Lee,10.5,0.92
NC,Lenoir,10.3,0.7
NC,Lincoln,10.8,1.26
NC,Macon,8.6,-1.21
NC,Madison,8.8,-0.98
NC,Martin,8.9,-0.87
NC,McDowell,9.2,-0.54
NC,Mecklenburg,11.3,1.82
NC,Mitchell,8.5,-1.32
NC,Montgomery,9.7,0.02
NC,Moore,10.4,0.81
NC,Nash,10.5,0.92
NC,New Hanover,8.4,-1.43
NC,Northampton,9.6,-0.09
NC,Onslow,9.5,-0.2
NC,Orange,10.7,1.14
NC,Pamlico,8.6,-1.21
NC,Pasquotank,8.5,-1.32
NC,Pender,9.4,-0.31
NC,Perquimans,8.5,-1.32
NC,Person,10.1,0.47
NC,Pitt,9.8,0.14
NC,Polk,9.5,-0.2
NC,Randolph,10.9,1.37
NC,Richmond,10.2,0.58
NC,Robeson,10.1,0.47
NC,Rockingham,10.3,0.7
NC,Rowan,10.6,1.03
NC,Rutherford,10.1,0.47
NC,Sampson,10.7,1.14
NC,Scotland,10.2,0.58
NC,Stanly,10.5,0.92
NC,Stokes,9.8,0.14
NC,Surry,9.6,-0.09
NC,Swain,8.4,-1.43
NC,Transylvania,8.7,-1.1
NC,Tyrrell,7.9,-1.99
NC,Union,10.9,1.37
NC,Vance,10,0.36
NC,Wake,11,1.48
NC,Warren,9.7,0.02
NC,Washington,8.6,-1.21
NC,Watauga,8.3,-1.54
NC,Wayne,10.7,1.14
NC,Wilkes,9.6,-0.09
NC,Wilson,10.7,1.14
NC,Yadkin,9.9,0.25
NC,Yancey,8.6,-1.21
ND,Adams,4.8,-1.29
ND,Barnes,5.7,0.38
ND,Benson,5.6,0.19
ND,Billings,4.9,NR
ND,Bottineau,5.7,0.38
ND,Bowman,5.1,-0.73
ND,Burke,5.2,-0.55
ND,Burleigh,5.6,0.19
ND,Cass,6.8,2.42
ND,Cavalier,5.9,0.75
ND,Dickey,5.7,0.38
ND,Divide,5.8,0.56
ND,Dunn,4.4,-2.03
ND,Eddy,5.3,-0.36
ND,Emmons,5,-0.92
ND,Foster,5.3,-0.36
ND,Golden Valley,5.2,NR
ND,Grand Forks,6.9,2.6
ND,Grant,4.6,-1.66
ND,Griggs,5.4,-0.18
ND,Hettinger,4.9,-1.11
ND,Kidder,4.9,-1.11
ND,LaMoure,5.5,0.01
ND,Logan,5.1,-0.73
ND,McHenry,5.2,-0.55
ND,McIntosh,5.3,-0.36
ND,McKenzie,5.3,-0.36
ND,McLean,4.9,-1.11
ND,Mercer,5.1,-0.73
ND,Morton,5.4,-0.18
ND,Mountrail,5,-0.92
ND,Nelson,5.5,0.01
ND,Oliver,4.8,NR
ND,Pembina,6.6,2.05
ND,Pierce,5.4,-0.18
ND,Ramsey,5.6,0.19
ND,Ransom,5.8,0.56
ND,Renville,5.2,-0.55
ND,Richland,6.4,1.68
ND,Rolette,5.8,0.56
ND,Sargent,5.8,0.56
ND,Sheridan,4.7,NR
ND,Sioux,5.1,-0.73
ND,Slope,5,NR
ND,Stark,5.2,-0.55
ND,Steele,5.6,0.19
ND,Stutsman,5.5,0.01
ND,Towner,5.6,0.19
ND,Traill,6.2,1.31
ND,Walsh,6.5,1.86
ND,Ward,5.4,-0.18
ND,Wells,5.1,-0.73
ND,Williams,6.1,1.12
OH,Adams,10.4,-1.72
OH,Allen,12.2,1.13
OH,Ashland,11.3,-0.3
OH,Ashtabula,11,-0.77
OH,Athens,10.5,-1.57
OH,Auglaize,12.4,1.45
OH,Belmont,11.2,-0.46
OH,Brown,11,-0.77
OH,Butler,13,2.4
OH,Carroll,11.3,-0.3
OH,Champaign,11.7,0.34
OH,Clark,11.6,0.18
OH,Clermont,12,0.81
OH,Clinton,11.3,-0.3
OH,Columbiana,11.5,0.02
OH,Coshocton,11.3,-0.3
OH,Crawford,11.4,-0.14
OH,Cuyahoga,13.2,2.72
OH,Darke,12.2,1.13
OH,Defiance,12.2,1.13
OH,Delaware,11.9,0.65
OH,Erie,11.1,-0.61
OH,Fairfield,11.6,0.18
OH,Fayette,11.1,-0.61
OH,Franklin,12.1,0.97
OH,Fulton,11.6,0.18
OH,Gallia,10.4,-1.72
OH,Geauga,11.6,0.18
OH,Greene,11.5,0.02
OH,Guernsey,11.2,-0.46
OH,Hamilton,13.1,2.56
OH,Hancock,11.7,0.34
OH,Hardin,11.7,0.34
OH,Harrison,11.1,-0.61
OH,Henry,11.8,0.5
OH,Highland,10.9,-0.93
OH,Hocking,10.7,-1.25
OH,Holmes,11.5,0.02
OH,Huron,11.2,-0.46
OH,Jackson,10.4,-1.72
OH,Jefferson,11.5,0.02
OH,Knox,11.2,-0.46
OH,Lake,11,-0.77
OH,Lawrence,10,-2.36
OH,Licking,11.7,0.34
OH,Logan,11.7,0.34
OH,Lorain,11.2,-0.46
OH,Lucas,11.9,0.65
OH,Madison,11.7,0.34
OH,Mahoning,11.4,-0.14
OH,Marion,11.6,0.18
OH,Medina,11.2,-0.46
OH,Meigs,10.5,-1.57
OH,Mercer,12.5,1.61
OH,Miami,12.2,1.13
OH,Monroe,10.8,-1.09
OH,Montgomery,12,0.81
OH,Morgan,10.8,-1.09
OH,Morrow,11.3,-0.3
OH,Muskingum,11.3,-0.3
OH,Noble,10.9,-0.93
OH,Ottawa,11.4,-0.14
OH,Paulding,12.2,1.13
OH,Perry,11,-0.77
OH,Pickaway,11.5,0.02
OH,Pike,10.5,-1.57
OH,Portage,11.5,0.02
OH,Preble,11.4,-0.14
OH,Putnam,12.1,0.97
OH,Richland,11.3,-0.3
OH,Ross,10.9,-0.93
OH,Sandusky,11.5,0.02
OH,Scioto,10.2,-2.04
OH,Seneca,11.5,0.02
OH,Shelby,12.2,1.13
OH,Stark,12.2,1.13
OH,Summit,12.1,0.97
OH,Trumbull,11.2,-0.46
OH,Tuscarawas,11.6,0.18
OH,Union,11.8,0.5
OH,Van Wert,12.4,1.45
OH,Vinton,10.4,-1.72
OH,Warren,12.4,1.45
OH,Washington,11,-0.77
OH,Wayne,12,0.81
OH,Williams,11.8,0.5
OH,Wood,11.9,0.65
OH,Wyandot,11.6,0.18
OK,Adair,9.8,0.71
OK,Alfalfa,8.4,-0.73
OK,Atoka,9.5,0.4
OK,Beaver,7,-2.18
OK,Beckham,7.8,-1.35
OK,Blaine,8.4,-0.73
OK,Bryan,9.9,0.81
OK,Caddo,8.9,-0.22
OK,Canadian,9.7,0.61
OK,Carter,9.5,0.4
OK,Cherokee,10,0.92
OK,Choctaw,9.6,0.5
OK,Cimarron,5.6,-3
OK,Cleveland,10.1,1.02
OK,Coal,9.3,0.19
OK,Comanche,8.9,-0.22
OK,Cotton,8.6,-0.53
OK,Craig,9.8,0.71
OK,Creek,9.8,0.71
OK,Custer,8.2,-0.94
OK,Delaware,10,0.92
OK,Dewey,7.7,-1.46
OK,Ellis,7.2,-1.97
OK,Garfield,9.2,0.09
OK,Garvin,9.5,0.4
OK,Grady,9.6,0.5
OK,Grant,8.8,-0.32
OK,Greer,7.8,-1.35
OK,Harmon,7.8,-1.35
OK,Harper,7.4,-1.77
OK,Haskell,9.9,0.81
OK,Hughes,9.4,0.3
OK,Jackson,8.2,-0.94
OK,Jefferson,8.9,-0.22
OK,Johnston,9.4,0.3
OK,Kay,9.4,0.3
OK,Kingfisher,9,-0.12
OK,Kiowa,8.2,-0.94
OK,Latimer,9.3,0.19
OK,Le Flore,10.5,1.43
OK,Lincoln,9.4,0.3
OK,Logan,9.4,0.3
OK,Love,9.3,0.19
OK,Major,8.3,-0.84
OK,Marshall,9.6,0.5
OK,Mayes,10.2,1.12
OK,McClain,9.8,0.71
OK,McCurtain,9.9,0.81
OK,McIntosh,9.7,0.61
OK,Murray,9.3,0.19
OK,Muskogee,10.2,1.12
OK,Noble,9.2,0.09
OK,Nowata,9.9,0.81
OK,Okfuskee,9.4,0.3
OK,Oklahoma,10,0.92
OK,Okmulgee,9.7,0.61
OK,Osage,10.2,1.12
OK,Ottawa,9.9,0.81
OK,Pawnee,9.4,0.3
OK,Payne,9.5,0.4
OK,Pittsburg,9.5,0.4
OK,Pontotoc,9.5,0.4
OK,Pottawatomie,9.5,0.4
OK,Pushmataha,9.4,0.3
OK,Roger Mills,7.2,-1.97
OK,Rogers,10.5,1.43
OK,Seminole,9.4,0.3
OK,Sequoyah,10.2,1.12
OK,Stephens,9.1,-0.01
OK,Texas,7.2,-1.97
OK,Tillman,8.4,-0.73
OK,Tulsa,9.3,0.19
OK,Wagoner,10.5,1.43
OK,Washington,10,0.92
OK,Washita,8.2,-0.94
OK,Woods,7.9,-1.25
OK,Woodward,7.5,-1.66
OR,Baker,6.8,-0.9
OR,Benton,8.3,0.54
OR,Clackamas,9.2,1.4
OR,Clatsop,6.3,-1.37
OR,Columbia,7.3,-0.42
OR,Coos,8,0.25
OR,Crook,7.8,0.06
OR,Curry,8,0.25
OR,Deschutes,8.3,0.54
OR,Douglas,8.8,1.02
OR,Gilliam,7,-0.7
OR,Grant,6,-1.66
OR,Harney,6.6,-1.09
OR,Hood River,6.1,-1.57
OR,Jackson,8.6,0.83
OR,Jefferson,7.6,-0.13
OR,Josephine,7.9,0.16
OR,Klamath,7.7,-0.03
OR,Lake,6.5,-1.18
OR,Lane,9.9,2.08
OR,Lincoln,7.1,-0.61
OR,Linn,8.8,1.02
OR,Malheur,9,1.21
OR,Marion,9.1,1.31
OR,Morrow,7.9,0.16
OR,Multnomah,8.4,0.64
OR,Polk,8.5,0.73
OR,Sherman,6.7,-0.99
OR,Tillamook,6.4,-1.28
OR,Umatilla,8.8,1.02
OR,Union,6.4,-1.28
OR,Wallowa,6.7,-0.99
OR,Wasco,6.9,-0.8
OR,Washington,8.8,1.02
OR,Wheeler,5.8,NR
OR,Yamhill,8.5,0.73
PA,Adams,10.6,0.14
PA,Allegheny,13.3,2.91
PA,Armstrong,11.9,1.48
PA,Beaver,11,0.55
PA,Bedford,10.6,0.14
PA,Berks,10,-0.47
PA,Blair,11.2,0.76
PA,Bradford,9,-1.5
PA,Bucks,10.1,-0.37
PA,Butler,11.9,1.48
PA,Cambria,11.6,1.17
PA,Cameron,8.9,-1.6
PA,Carbon,10.2,-0.27
PA,Centre,8.9,-1.6
PA,Chester,10.4,-0.06
PA,Clarion,10.9,0.45
PA,Clearfield,10.8,0.35
PA,Clinton,9.7,-0.78
PA,Columbia,10.5,0.04
PA,Crawford,10.9,0.45
PA,Cumberland,9.8,-0.68
PA,Dauphin,10.7,0.25
PA,Delaware,11.9,1.48
PA,Elk,9.8,-0.68
PA,Erie,10.9,0.45
PA,Fayette,11.5,1.07
PA,Forest,9.8,-0.68
PA,Franklin,10.4,-0.06
PA,Fulton,9.9,-0.57
PA,Greene,11,0.55
PA,Huntingdon,10.8,0.35
PA,Indiana,11.7,1.27
PA,Jefferson,10.8,0.35
PA,Juniata,10.9,0.45
PA,Lackawanna,9.9,-0.57
PA,Lancaster,11.2,0.76
PA,Lawrence,11.4,0.96
PA,Lebanon,12.9,2.5
PA,Lehigh,11.2,0.76
PA,Luzerne,10.3,-0.16
PA,Lycoming,10.1,-0.37
PA,McKean,9.3,-1.19
PA,Mercer,9.9,-0.57
PA,Mifflin,10.5,0.04
PA,Monroe,9.9,-0.57
PA,Montgomery,9.2,-1.29
PA,Montour,10.6,0.14
PA,Northampton,10,-0.47
PA,Northumberland,11.2,0.76
PA,Perry,11.4,0.96
PA,Philadelphia,11.2,0.76
PA,Pike,9,-1.5
PA,Potter,8.6,-1.91
PA,Schuylkill,11.5,1.07
PA,Snyder,11,0.55
PA,Somerset,10.7,0.25
PA,Sullivan,8.9,-1.6
PA,Susquehanna,9.2,-1.29
PA,Tioga,8.5,-2.01
PA,Union,10.7,0.25
PA,Venango,10.8,0.35
PA,Warren,9.9,-0.57
PA,Washington,10.3,-0.16
PA,Wayne,9.2,-1.29
PA,Westmoreland,9.8,-0.68
PA,Wyoming,9.5,-0.98
PA,York,10.7,0.25
RI,Bristol,6.8,0.09
RI,Kent,6.6,-0.36
RI,Newport,6.5,-0.59
RI,Providence,7.5,1.68
RI,Washington,6.4,-0.82
SC,Abbeville,10.4,0.49
SC,Aiken,11.3,2.65
SC,Allendale,10.2,0.01
SC,Anderson,11,1.93
SC,Bamberg,10.2,0.01
SC,Barnwell,10.4,0.49
SC,Beaufort,10.1,-0.23
SC,Berkeley,9.9,-0.71
SC,Calhoun,10.2,0.01
SC,Charleston,8.9,-3.12
SC,Cherokee,10.5,0.73
SC,Chester,10.3,0.25
SC,Chesterfield,10,-0.47
SC,Clarendon,10.1,-0.23
SC,Colleton,10,-0.47
SC,Darlington,10.3,0.25
SC,Dillon,10.1,-0.23
SC,Dorchester,10,-0.47
SC,Edgefield,10.3,0.25
SC,Fairfield,10.1,-0.23
SC,Florence,10.2,0.01
SC,Georgetown,9.4,-1.92
SC,Greenville,9.5,-1.68
SC,Greenwood,10.5,0.73
SC,Hampton,10.2,0.01
SC,Horry,9.8,-0.95
SC,Jasper,10.2,0.01
SC,Kershaw,10.3,0.25
SC,Lancaster,10.8,1.45
SC,Laurens,10.6,0.97
SC,Lee,10.2,0.01
SC,Lexington,10,-0.47
SC,Marion,9.9,-0.71
SC,Marlboro,10.3,0.25
SC,McCormick,10.5,0.73
SC,Newberry,10.2,0.01
SC,Oconee,10.2,0.01
SC,Orangeburg,10.5,0.73
SC,Pickens,10.4,0.49
SC,Richland,9.8,-0.95
SC,Saluda,10.3,0.25
SC,Spartanburg,9.5,-1.68
SC,Sumter,10.5,0.73
SC,Union,10.2,0.01
SC,Williamsburg,9.8,-0.95
SC,York,11,1.93
SD,Aurora,6.2,0.26
SD,Beadle,6.2,0.26
SD,Bennett,4.8,-1.07
